Fecha,Hora_Real,Mesa,Estado,Permanencia_Segundos
2026-06-12,23:19:01,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,23:19:02,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,23:19:03,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,23:19:04,Mesa 13,SIGUE OCUPADA,15.7
2026-06-12,23:19:12,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,23:19:16,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,23:19:16,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,23:19:17,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,23:19:18,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,23:19:19,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,23:19:21,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,23:19:22,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,23:19:31,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,23:19:33,Mesa 7,OCUPADA,0.0
2026-06-12,23:19:34,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,23:19:35,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,23:19:35,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,23:19:36,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,23:19:37,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,23:19:38,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,23:19:40,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,23:19:45,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,23:19:48,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,23:19:51,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,23:19:52,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,23:19:53,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,23:19:53,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,23:19:54,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,23:19:55,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,23:19:57,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,23:20:03,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,23:20:05,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,23:20:08,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,23:20:09,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,23:20:10,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,23:20:10,Mesa 2,LIBERADA (fin video),76.3
2026-06-12,23:20:10,Mesa 3,LIBERADA (fin video),75.4
2026-06-12,23:20:10,Mesa 4,LIBERADA (fin video),64.6
2026-06-12,23:20:10,Mesa 7,LIBERADA (fin video),36.7
2026-06-12,23:20:10,Mesa 10,LIBERADA (fin video),75.0
2026-06-12,23:20:10,Mesa 11,LIBERADA (fin video),76.6
2026-06-12,23:20:10,Mesa 12,LIBERADA (fin video),73.7
2026-06-12,23:20:10,Mesa 13,LIBERADA (fin video),72.6
2026-06-12,23:20:10,Mesa 14,LIBERADA (fin video),72.7
2026-06-12,23:27:08,Mesa 11,OCUPADA,0.0
2026-06-12,23:27:08,Mesa 11,LIBERADA (fin video),4.0
2026-06-12,23:27:22,Mesa 1,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 3,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 5,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 8,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 10,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 13,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 14,OCUPADA,0.0
2026-06-12,23:27:22,Mesa 15,OCUPADA,0.0
2026-06-12,23:27:24,Mesa 16,OCUPADA,0.0
2026-06-12,23:27:27,Mesa 9,OCUPADA,0.0
2026-06-12,23:27:33,Mesa 12,OCUPADA,0.0
2026-06-12,23:27:35,Mesa 1,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 3,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 5,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 8,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 13,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,23:27:35,Mesa 15,SIGUE OCUPADA,15.0
2026-06-12,23:27:37,Mesa 16,SIGUE OCUPADA,15.0
2026-06-12,23:27:40,Mesa 9,SIGUE OCUPADA,15.0
2026-06-12,23:27:46,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,23:27:52,Mesa 1,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 5,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 8,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 13,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,23:27:52,Mesa 15,SIGUE OCUPADA,30.0
2026-06-12,23:27:54,Mesa 16,SIGUE OCUPADA,30.0
2026-06-12,23:27:57,Mesa 9,SIGUE OCUPADA,30.0
2026-06-12,23:28:04,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,23:28:10,Mesa 1,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 5,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 8,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 13,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,23:28:10,Mesa 15,SIGUE OCUPADA,45.0
2026-06-12,23:28:12,Mesa 16,SIGUE OCUPADA,45.0
2026-06-12,23:28:16,Mesa 9,SIGUE OCUPADA,46.0
2026-06-12,23:28:21,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,23:28:28,Mesa 1,SIGUE OCUPADA,60.0
2026-06-12,23:28:28,Mesa 5,SIGUE OCUPADA,60.0
2026-06-12,23:28:28,Mesa 8,SIGUE OCUPADA,60.0
2026-06-12,23:28:28,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,23:28:28,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,23:28:28,Mesa 15,SIGUE OCUPADA,60.0
2026-06-12,23:28:28,Mesa 13,SIGUE OCUPADA,60.2
2026-06-12,23:28:29,Mesa 11,OCUPADA,0.0
2026-06-12,23:28:30,Mesa 16,SIGUE OCUPADA,60.0
2026-06-12,23:28:33,Mesa 3,LIBERADA,64.6
2026-06-12,23:28:34,Mesa 9,SIGUE OCUPADA,61.0
2026-06-12,23:28:41,Mesa 12,SIGUE OCUPADA,61.6
2026-06-12,23:28:42,Mesa 11,SIGUE OCUPADA,15.3
2026-06-12,23:28:45,Mesa 1,SIGUE OCUPADA,75.0
2026-06-12,23:28:45,Mesa 5,SIGUE OCUPADA,75.0
2026-06-12,23:28:45,Mesa 8,SIGUE OCUPADA,75.0
2026-06-12,23:28:45,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,23:28:45,Mesa 14,SIGUE OCUPADA,75.0
2026-06-12,23:28:45,Mesa 15,SIGUE OCUPADA,75.0
2026-06-12,23:28:45,Mesa 13,SIGUE OCUPADA,75.2
2026-06-12,23:28:47,Mesa 16,SIGUE OCUPADA,75.0
2026-06-12,23:28:51,Mesa 9,SIGUE OCUPADA,76.0
2026-06-12,23:28:59,Mesa 12,SIGUE OCUPADA,77.4
2026-06-12,23:28:59,Mesa 11,SIGUE OCUPADA,30.3
2026-06-12,23:29:00,Mesa 9,LIBERADA,84.0
2026-06-12,23:29:03,Mesa 1,SIGUE OCUPADA,90.0
2026-06-12,23:29:03,Mesa 5,SIGUE OCUPADA,90.0
2026-06-12,23:29:03,Mesa 10,SIGUE OCUPADA,90.0
2026-06-12,23:29:03,Mesa 14,SIGUE OCUPADA,90.0
2026-06-12,23:29:03,Mesa 15,SIGUE OCUPADA,90.0
2026-06-12,23:29:03,Mesa 13,SIGUE OCUPADA,90.2
2026-06-12,23:29:05,Mesa 16,SIGUE OCUPADA,90.0
2026-06-12,23:29:10,Mesa 8,LIBERADA,96.2
2026-06-12,23:29:17,Mesa 11,SIGUE OCUPADA,45.3
2026-06-12,23:29:20,Mesa 12,SIGUE OCUPADA,94.9
2026-06-12,23:29:20,Mesa 1,SIGUE OCUPADA,105.0
2026-06-12,23:29:20,Mesa 5,SIGUE OCUPADA,105.0
2026-06-12,23:29:20,Mesa 10,SIGUE OCUPADA,105.0
2026-06-12,23:29:20,Mesa 14,SIGUE OCUPADA,105.0
2026-06-12,23:29:20,Mesa 15,SIGUE OCUPADA,105.0
2026-06-12,23:29:22,Mesa 16,SIGUE OCUPADA,105.0
2026-06-12,23:29:24,Mesa 13,SIGUE OCUPADA,108.0
2026-06-12,23:29:35,Mesa 11,SIGUE OCUPADA,60.3
2026-06-12,23:29:38,Mesa 12,SIGUE OCUPADA,110.1
2026-06-12,23:29:38,Mesa 1,SIGUE OCUPADA,120.0
2026-06-12,23:29:38,Mesa 5,SIGUE OCUPADA,120.0
2026-06-12,23:29:38,Mesa 10,SIGUE OCUPADA,120.0
2026-06-12,23:29:38,Mesa 14,SIGUE OCUPADA,120.0
2026-06-12,23:29:38,Mesa 15,SIGUE OCUPADA,120.0
2026-06-12,23:29:40,Mesa 16,SIGUE OCUPADA,120.0
2026-06-12,23:29:42,Mesa 13,SIGUE OCUPADA,123.0
2026-06-12,23:29:52,Mesa 11,SIGUE OCUPADA,75.3
2026-06-12,23:29:55,Mesa 12,SIGUE OCUPADA,125.1
2026-06-12,23:29:56,Mesa 1,SIGUE OCUPADA,135.0
2026-06-12,23:29:56,Mesa 5,SIGUE OCUPADA,135.0
2026-06-12,23:29:56,Mesa 10,SIGUE OCUPADA,135.0
2026-06-12,23:29:56,Mesa 14,SIGUE OCUPADA,135.0
2026-06-12,23:29:56,Mesa 15,SIGUE OCUPADA,135.0
2026-06-12,23:29:58,Mesa 16,SIGUE OCUPADA,135.0
2026-06-12,23:29:59,Mesa 13,SIGUE OCUPADA,138.0
2026-06-12,23:30:10,Mesa 11,SIGUE OCUPADA,90.3
2026-06-12,23:30:13,Mesa 12,SIGUE OCUPADA,140.1
2026-06-12,23:30:13,Mesa 1,SIGUE OCUPADA,150.0
2026-06-12,23:30:13,Mesa 5,SIGUE OCUPADA,150.0
2026-06-12,23:30:13,Mesa 10,SIGUE OCUPADA,150.0
2026-06-12,23:30:13,Mesa 14,SIGUE OCUPADA,150.0
2026-06-12,23:30:13,Mesa 15,SIGUE OCUPADA,150.0
2026-06-12,23:30:15,Mesa 16,SIGUE OCUPADA,150.0
2026-06-12,23:30:17,Mesa 9,OCUPADA,0.0
2026-06-12,23:30:17,Mesa 13,SIGUE OCUPADA,153.0
2026-06-12,23:30:28,Mesa 11,SIGUE OCUPADA,105.3
2026-06-12,23:30:30,Mesa 9,SIGUE OCUPADA,15.0
2026-06-12,23:30:31,Mesa 12,SIGUE OCUPADA,155.1
2026-06-12,23:30:31,Mesa 1,SIGUE OCUPADA,165.0
2026-06-12,23:30:31,Mesa 5,SIGUE OCUPADA,165.0
2026-06-12,23:30:31,Mesa 10,SIGUE OCUPADA,165.0
2026-06-12,23:30:31,Mesa 14,SIGUE OCUPADA,165.0
2026-06-12,23:30:31,Mesa 15,SIGUE OCUPADA,165.0
2026-06-12,23:30:33,Mesa 16,SIGUE OCUPADA,165.0
2026-06-12,23:30:35,Mesa 13,SIGUE OCUPADA,168.0
2026-06-12,23:30:44,Mesa 9,LIBERADA,27.0
2026-06-12,23:30:47,Mesa 11,SIGUE OCUPADA,121.8
2026-06-12,23:30:48,Mesa 12,SIGUE OCUPADA,170.1
2026-06-12,23:30:49,Mesa 1,SIGUE OCUPADA,180.0
2026-06-12,23:30:49,Mesa 5,SIGUE OCUPADA,180.0
2026-06-12,23:30:49,Mesa 10,SIGUE OCUPADA,180.0
2026-06-12,23:30:49,Mesa 14,SIGUE OCUPADA,180.0
2026-06-12,23:30:49,Mesa 15,SIGUE OCUPADA,180.6
2026-06-12,23:30:51,Mesa 16,SIGUE OCUPADA,180.0
2026-06-12,23:30:52,Mesa 13,SIGUE OCUPADA,183.0
2026-06-12,23:31:05,Mesa 11,SIGUE OCUPADA,137.1
2026-06-12,23:31:06,Mesa 12,SIGUE OCUPADA,185.1
2026-06-12,23:31:06,Mesa 1,SIGUE OCUPADA,195.0
2026-06-12,23:31:06,Mesa 5,SIGUE OCUPADA,195.0
2026-06-12,23:31:06,Mesa 10,SIGUE OCUPADA,195.0
2026-06-12,23:31:06,Mesa 14,SIGUE OCUPADA,195.0
2026-06-12,23:31:07,Mesa 15,SIGUE OCUPADA,195.6
2026-06-12,23:31:08,Mesa 16,SIGUE OCUPADA,195.0
2026-06-12,23:31:10,Mesa 13,SIGUE OCUPADA,198.0
2026-06-12,23:31:23,Mesa 12,SIGUE OCUPADA,200.1
2026-06-12,23:31:24,Mesa 1,SIGUE OCUPADA,210.0
2026-06-12,23:31:24,Mesa 5,SIGUE OCUPADA,210.0
2026-06-12,23:31:24,Mesa 10,SIGUE OCUPADA,210.0
2026-06-12,23:31:24,Mesa 14,SIGUE OCUPADA,210.0
2026-06-12,23:31:25,Mesa 15,SIGUE OCUPADA,210.6
2026-06-12,23:31:25,Mesa 11,LIBERADA,154.2
2026-06-12,23:31:26,Mesa 16,SIGUE OCUPADA,210.0
2026-06-12,23:31:27,Mesa 13,SIGUE OCUPADA,213.0
2026-06-12,23:31:41,Mesa 12,SIGUE OCUPADA,215.1
2026-06-12,23:31:42,Mesa 1,SIGUE OCUPADA,225.0
2026-06-12,23:31:42,Mesa 5,SIGUE OCUPADA,225.0
2026-06-12,23:31:42,Mesa 10,SIGUE OCUPADA,225.0
2026-06-12,23:31:42,Mesa 14,SIGUE OCUPADA,225.0
2026-06-12,23:31:42,Mesa 15,SIGUE OCUPADA,225.6
2026-06-12,23:31:43,Mesa 16,SIGUE OCUPADA,225.0
2026-06-12,23:31:45,Mesa 13,SIGUE OCUPADA,228.0
2026-06-12,23:31:58,Mesa 12,SIGUE OCUPADA,230.1
2026-06-12,23:31:59,Mesa 1,SIGUE OCUPADA,240.0
2026-06-12,23:31:59,Mesa 5,SIGUE OCUPADA,240.0
2026-06-12,23:31:59,Mesa 10,SIGUE OCUPADA,240.0
2026-06-12,23:31:59,Mesa 14,SIGUE OCUPADA,240.0
2026-06-12,23:31:59,Mesa 15,SIGUE OCUPADA,240.6
2026-06-12,23:32:01,Mesa 16,SIGUE OCUPADA,240.0
2026-06-12,23:32:02,Mesa 13,SIGUE OCUPADA,243.0
2026-06-12,23:32:16,Mesa 12,SIGUE OCUPADA,245.1
2026-06-12,23:32:16,Mesa 1,SIGUE OCUPADA,255.0
2026-06-12,23:32:16,Mesa 10,SIGUE OCUPADA,255.0
2026-06-12,23:32:16,Mesa 14,SIGUE OCUPADA,255.0
2026-06-12,23:32:16,Mesa 5,SIGUE OCUPADA,255.0
2026-06-12,23:32:17,Mesa 15,SIGUE OCUPADA,255.6
2026-06-12,23:32:18,Mesa 16,SIGUE OCUPADA,255.0
2026-06-12,23:32:20,Mesa 13,SIGUE OCUPADA,258.0
2026-06-12,23:32:34,Mesa 12,SIGUE OCUPADA,260.1
2026-06-12,23:32:34,Mesa 1,SIGUE OCUPADA,270.0
2026-06-12,23:32:34,Mesa 10,SIGUE OCUPADA,270.0
2026-06-12,23:32:34,Mesa 14,SIGUE OCUPADA,270.0
2026-06-12,23:32:35,Mesa 15,SIGUE OCUPADA,270.6
2026-06-12,23:32:36,Mesa 16,SIGUE OCUPADA,270.0
2026-06-12,23:32:36,Mesa 5,SIGUE OCUPADA,272.0
2026-06-12,23:32:37,Mesa 13,SIGUE OCUPADA,273.0
2026-06-12,23:32:38,Mesa 1,LIBERADA (fin video),273.8
2026-06-12,23:32:38,Mesa 5,LIBERADA (fin video),273.8
2026-06-12,23:32:38,Mesa 10,LIBERADA (fin video),273.8
2026-06-12,23:32:38,Mesa 12,LIBERADA (fin video),264.2
2026-06-12,23:32:38,Mesa 13,LIBERADA (fin video),273.8
2026-06-12,23:32:38,Mesa 14,LIBERADA (fin video),273.8
2026-06-12,23:32:38,Mesa 15,LIBERADA (fin video),273.8
2026-06-12,23:32:38,Mesa 16,LIBERADA (fin video),272.1
2026-06-13,00:10:35,Mesa 1,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 3,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 5,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 8,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 10,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 13,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 14,OCUPADA,0.0
2026-06-13,00:10:35,Mesa 15,OCUPADA,0.0
2026-06-13,00:10:38,Mesa 16,OCUPADA,0.0
2026-06-13,00:10:40,Mesa 9,OCUPADA,0.0
2026-06-13,00:10:47,Mesa 12,OCUPADA,0.0
2026-06-13,00:10:48,Mesa 1,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 3,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 5,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 8,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 10,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 13,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 14,SIGUE OCUPADA,15.0
2026-06-13,00:10:48,Mesa 15,SIGUE OCUPADA,15.0
2026-06-13,00:10:50,Mesa 16,SIGUE OCUPADA,15.0
2026-06-13,00:10:53,Mesa 9,SIGUE OCUPADA,15.0
2026-06-13,00:10:59,Mesa 12,SIGUE OCUPADA,15.0
2026-06-13,00:11:06,Mesa 1,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 3,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 5,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 8,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 10,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 13,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 14,SIGUE OCUPADA,30.0
2026-06-13,00:11:06,Mesa 15,SIGUE OCUPADA,30.0
2026-06-13,00:11:07,Mesa 16,SIGUE OCUPADA,30.0
2026-06-13,00:11:10,Mesa 9,SIGUE OCUPADA,30.0
2026-06-13,00:11:17,Mesa 12,SIGUE OCUPADA,30.0
2026-06-13,00:11:23,Mesa 1,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 3,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 5,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 8,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 10,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 13,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 14,SIGUE OCUPADA,45.0
2026-06-13,00:11:23,Mesa 15,SIGUE OCUPADA,45.0
2026-06-13,00:11:25,Mesa 16,SIGUE OCUPADA,45.0
2026-06-13,00:11:28,Mesa 9,SIGUE OCUPADA,46.0
2026-06-13,00:11:34,Mesa 12,SIGUE OCUPADA,45.0
2026-06-13,00:11:40,Mesa 1,SIGUE OCUPADA,60.0
2026-06-13,00:11:40,Mesa 5,SIGUE OCUPADA,60.0
2026-06-13,00:11:40,Mesa 8,SIGUE OCUPADA,60.0
2026-06-13,00:11:40,Mesa 10,SIGUE OCUPADA,60.0
2026-06-13,00:11:40,Mesa 14,SIGUE OCUPADA,60.0
2026-06-13,00:11:40,Mesa 15,SIGUE OCUPADA,60.0
2026-06-13,00:11:41,Mesa 13,SIGUE OCUPADA,60.2
2026-06-13,00:11:41,Mesa 11,OCUPADA,0.0
2026-06-13,00:11:42,Mesa 16,SIGUE OCUPADA,60.0
2026-06-13,00:11:46,Mesa 3,LIBERADA,64.6
2026-06-13,00:11:46,Mesa 9,SIGUE OCUPADA,61.0
2026-06-13,00:11:53,Mesa 12,SIGUE OCUPADA,61.6
2026-06-13,00:11:54,Mesa 11,SIGUE OCUPADA,15.3
2026-06-13,00:11:58,Mesa 1,SIGUE OCUPADA,75.0
2026-06-13,00:11:58,Mesa 5,SIGUE OCUPADA,75.0
2026-06-13,00:11:58,Mesa 8,SIGUE OCUPADA,75.0
2026-06-13,00:11:58,Mesa 10,SIGUE OCUPADA,75.0
2026-06-13,00:11:58,Mesa 14,SIGUE OCUPADA,75.0
2026-06-13,00:11:58,Mesa 15,SIGUE OCUPADA,75.0
2026-06-13,00:11:58,Mesa 13,SIGUE OCUPADA,75.2
2026-06-13,00:12:00,Mesa 16,SIGUE OCUPADA,75.0
2026-06-13,00:12:03,Mesa 9,SIGUE OCUPADA,76.0
2026-06-13,00:12:11,Mesa 12,SIGUE OCUPADA,77.4
2026-06-13,00:12:11,Mesa 11,SIGUE OCUPADA,30.3
2026-06-13,00:12:12,Mesa 9,LIBERADA,84.0
2026-06-13,00:12:15,Mesa 1,SIGUE OCUPADA,90.0
2026-06-13,00:12:15,Mesa 5,SIGUE OCUPADA,90.0
2026-06-13,00:12:15,Mesa 10,SIGUE OCUPADA,90.0
2026-06-13,00:12:15,Mesa 14,SIGUE OCUPADA,90.0
2026-06-13,00:12:15,Mesa 15,SIGUE OCUPADA,90.0
2026-06-13,00:12:15,Mesa 13,SIGUE OCUPADA,90.2
2026-06-13,00:12:17,Mesa 16,SIGUE OCUPADA,90.0
2026-06-13,00:12:22,Mesa 8,LIBERADA,96.2
2026-06-13,00:12:28,Mesa 11,SIGUE OCUPADA,45.3
2026-06-13,00:12:31,Mesa 12,SIGUE OCUPADA,94.9
2026-06-13,00:12:32,Mesa 1,SIGUE OCUPADA,105.0
2026-06-13,00:12:32,Mesa 5,SIGUE OCUPADA,105.0
2026-06-13,00:12:32,Mesa 10,SIGUE OCUPADA,105.0
2026-06-13,00:12:32,Mesa 14,SIGUE OCUPADA,105.0
2026-06-13,00:12:32,Mesa 15,SIGUE OCUPADA,105.0
2026-06-13,00:12:34,Mesa 16,SIGUE OCUPADA,105.0
2026-06-13,00:12:35,Mesa 13,SIGUE OCUPADA,108.0
2026-06-13,00:12:45,Mesa 11,SIGUE OCUPADA,60.3
2026-06-13,00:12:48,Mesa 12,SIGUE OCUPADA,110.1
2026-06-13,00:12:49,Mesa 1,SIGUE OCUPADA,120.0
2026-06-13,00:12:49,Mesa 5,SIGUE OCUPADA,120.0
2026-06-13,00:12:49,Mesa 10,SIGUE OCUPADA,120.0
2026-06-13,00:12:49,Mesa 14,SIGUE OCUPADA,120.0
2026-06-13,00:12:49,Mesa 15,SIGUE OCUPADA,120.0
2026-06-13,00:12:51,Mesa 16,SIGUE OCUPADA,120.0
2026-06-13,00:12:52,Mesa 13,SIGUE OCUPADA,123.0
2026-06-13,00:13:03,Mesa 11,SIGUE OCUPADA,75.3
2026-06-13,00:13:06,Mesa 12,SIGUE OCUPADA,125.1
2026-06-13,00:13:06,Mesa 1,SIGUE OCUPADA,135.0
2026-06-13,00:13:06,Mesa 5,SIGUE OCUPADA,135.0
2026-06-13,00:13:06,Mesa 10,SIGUE OCUPADA,135.0
2026-06-13,00:13:06,Mesa 14,SIGUE OCUPADA,135.0
2026-06-13,00:13:06,Mesa 15,SIGUE OCUPADA,135.0
2026-06-13,00:13:08,Mesa 16,SIGUE OCUPADA,135.0
2026-06-13,00:13:09,Mesa 13,SIGUE OCUPADA,138.0
2026-06-13,00:13:20,Mesa 11,SIGUE OCUPADA,90.3
2026-06-13,00:13:23,Mesa 12,SIGUE OCUPADA,140.1
2026-06-13,00:13:23,Mesa 1,SIGUE OCUPADA,150.0
2026-06-13,00:13:23,Mesa 5,SIGUE OCUPADA,150.0
2026-06-13,00:13:23,Mesa 10,SIGUE OCUPADA,150.0
2026-06-13,00:13:23,Mesa 14,SIGUE OCUPADA,150.0
2026-06-13,00:13:23,Mesa 15,SIGUE OCUPADA,150.0
2026-06-13,00:13:25,Mesa 16,SIGUE OCUPADA,150.0
2026-06-13,00:13:26,Mesa 9,OCUPADA,0.0
2026-06-13,00:13:27,Mesa 13,SIGUE OCUPADA,153.0
2026-06-13,00:13:37,Mesa 11,SIGUE OCUPADA,105.3
2026-06-13,00:13:39,Mesa 9,SIGUE OCUPADA,15.0
2026-06-13,00:13:40,Mesa 12,SIGUE OCUPADA,155.1
2026-06-13,00:13:40,Mesa 1,SIGUE OCUPADA,165.0
2026-06-13,00:13:40,Mesa 5,SIGUE OCUPADA,165.0
2026-06-13,00:13:40,Mesa 10,SIGUE OCUPADA,165.0
2026-06-13,00:13:40,Mesa 14,SIGUE OCUPADA,165.0
2026-06-13,00:13:40,Mesa 15,SIGUE OCUPADA,165.0
2026-06-13,00:13:42,Mesa 16,SIGUE OCUPADA,165.0
2026-06-13,00:13:44,Mesa 13,SIGUE OCUPADA,168.0
2026-06-13,00:13:53,Mesa 9,LIBERADA,27.0
2026-06-13,00:13:56,Mesa 11,SIGUE OCUPADA,121.8
2026-06-13,00:13:57,Mesa 12,SIGUE OCUPADA,170.1
2026-06-13,00:13:58,Mesa 1,SIGUE OCUPADA,180.0
2026-06-13,00:13:58,Mesa 5,SIGUE OCUPADA,180.0
2026-06-13,00:13:58,Mesa 10,SIGUE OCUPADA,180.0
2026-06-13,00:13:58,Mesa 14,SIGUE OCUPADA,180.0
2026-06-13,00:13:58,Mesa 15,SIGUE OCUPADA,180.6
2026-06-13,00:14:00,Mesa 16,SIGUE OCUPADA,180.0
2026-06-13,00:14:01,Mesa 13,SIGUE OCUPADA,183.0
2026-06-13,00:14:13,Mesa 11,SIGUE OCUPADA,137.1
2026-06-13,00:14:14,Mesa 12,SIGUE OCUPADA,185.1
2026-06-13,00:14:15,Mesa 1,SIGUE OCUPADA,195.0
2026-06-13,00:14:15,Mesa 5,SIGUE OCUPADA,195.0
2026-06-13,00:14:15,Mesa 10,SIGUE OCUPADA,195.0
2026-06-13,00:14:15,Mesa 14,SIGUE OCUPADA,195.0
2026-06-13,00:14:15,Mesa 15,SIGUE OCUPADA,195.6
2026-06-13,00:14:17,Mesa 16,SIGUE OCUPADA,195.0
2026-06-13,00:14:18,Mesa 13,SIGUE OCUPADA,198.0
2026-06-13,00:14:32,Mesa 12,SIGUE OCUPADA,200.1
2026-06-13,00:14:32,Mesa 1,SIGUE OCUPADA,210.0
2026-06-13,00:14:32,Mesa 5,SIGUE OCUPADA,210.0
2026-06-13,00:14:32,Mesa 10,SIGUE OCUPADA,210.0
2026-06-13,00:14:32,Mesa 14,SIGUE OCUPADA,210.0
2026-06-13,00:14:33,Mesa 15,SIGUE OCUPADA,210.6
2026-06-13,00:14:33,Mesa 11,LIBERADA,154.2
2026-06-13,00:14:34,Mesa 16,SIGUE OCUPADA,210.0
2026-06-13,00:14:35,Mesa 13,SIGUE OCUPADA,213.0
2026-06-13,00:14:49,Mesa 12,SIGUE OCUPADA,215.1
2026-06-13,00:14:49,Mesa 1,SIGUE OCUPADA,225.0
2026-06-13,00:14:49,Mesa 5,SIGUE OCUPADA,225.0
